Symbol,Name,TopPick_Rank,Passed,Score,Grade,Price,MCap_Cr,PE,PEG,ROE_%,ROCE_%,OPM_%,DebtEquity,PromoterHold_%,Pledge_%,SalesGr3Y_%,ProfitGr3Y_%,FCF_Cr,SL,Target_1Y,Target_3Y,Target_5Y,52W_High,52W_Low,Dist_52H_%,Range_Pos_%,Tech_Signal,Momentum,Entry_Quality,FailReasons
SAREGAMA,Saregama India Ltd,,False,5,FAIL,396.0,7610.0,35.7,9.92,13.0,17.8,,0.04,60.84,,10.2,3.6,-13.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:13.0(need >20.0) | ROCE%:17.8(need >20.0) | SalesG3Y%:10.2(need >12.0) | ProfG3Y%:3.6(need >12.0)
SHRIRAMFIN,Shriram Finance Ltd,,False,5,FAIL,952.0,224048.0,22.4,1.21,16.4,11.5,,3.8,20.3,,16.4,18.5,-13524.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:16.4(need >20.0) | ROCE%:11.5(need >20.0) | D/E:3.8(need <0.75) | Prom%:20.3(need >40.0)
SUNDARMFIN,Sundaram Finance Ltd,,False,5,FAIL,4313.0,47976.0,22.7,2.08,15.1,9.45,,4.68,37.21,,21.3,10.9,-7263.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:15.1(need >20.0) | ROCE%:9.45(need >20.0) | ProfG3Y%:10.9(need >12.0) | D/E:4.68(need <0.75)
TATACONSUM,Tata Consumer Products Ltd,,False,5,FAIL,1188.0,117515.0,76.5,14.17,7.35,9.24,,0.13,33.83,,13.8,5.4,1111.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:7.35(need >20.0) | ROCE%:9.24(need >20.0) | ProfG3Y%:5.4(need >12.0) | Prom%:33.83(need >40.0)
TTML,Tata Teleservices (Maharashtra,,False,5,FAIL,43.0,8398.0,,,,-12.7,,,74.36,,,,-290.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:N/A | ROCE%:-12.7(need >20.0) | SalesG3Y%:N/A | ProfG3Y%:N/A
TORNTPOWER,Torrent Power Ltd,,False,5,FAIL,1468.0,73983.0,30.6,6.8,13.2,14.0,,0.73,51.09,,4.1,4.5,-2624.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:13.2(need >20.0) | ROCE%:14.0(need >20.0) | SalesG3Y%:4.1(need >12.0) | ProfG3Y%:4.5(need >12.0)
UPL,UPL Ltd,,False,5,FAIL,655.0,55288.0,29.2,,5.91,10.2,,0.68,33.5,,-1.1,-20.6,0.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:5.91(need >20.0) | ROCE%:10.2(need >20.0) | SalesG3Y%:-1.1(need >12.0) | ProfG3Y%:-20.6(need >12.0)
UTIAMC,UTI Asset Management Company L,,False,5,FAIL,953.0,12242.0,26.1,10.88,10.3,15.8,,0.03,,,10.3,2.4,373.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:10.3(need >20.0) | ROCE%:15.8(need >20.0) | SalesG3Y%:10.3(need >12.0) | ProfG3Y%:2.4(need >12.0)
UBL,United Breweries Ltd,,False,5,FAIL,1344.0,35566.0,95.1,8.97,8.42,10.7,,0.29,70.84,,7.2,10.6,26.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:8.42(need >20.0) | ROCE%:10.7(need >20.0) | SalesG3Y%:7.2(need >12.0) | ProfG3Y%:10.6(need >12.0)
WIPRO,Wipro Ltd,,False,5,FAIL,204.0,213897.0,16.2,3.06,15.5,17.9,,0.23,72.62,,0.8,5.3,11590.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:15.5(need >20.0) | ROCE%:17.9(need >20.0) | SalesG3Y%:0.8(need >12.0) | ProfG3Y%:5.3(need >12.0)
ABBOTINDIA,Abbott India Ltd,,False,4,FAIL,,,,,,,,,74.99,,,,,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:N/A | ROCE%:N/A | SalesG3Y%:N/A | ProfG3Y%:N/A
ADANIENT,Adani Enterprises Ltd,,False,4,FAIL,2969.0,386332.0,122.0,2.03,4.84,6.0,,1.32,74.67,,-7.6,60.2,-26081.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:4.84(need >20.0) | ROCE%:6.0(need >20.0) | SalesG3Y%:-7.6(need >12.0) | D/E:1.32(need <0.75)
ADANIGREEN,Adani Green Energy Ltd,,False,4,FAIL,1457.0,240051.0,132.0,4.91,11.3,7.02,,5.19,62.44,,18.5,26.9,-16092.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:11.3(need >20.0) | ROCE%:7.02(need >20.0) | D/E:5.19(need <0.75) | FCF:-16092.0(need>0)
ATGL,Adani Total Gas Ltd,,False,4,FAIL,713.0,78469.0,120.0,19.05,14.5,15.4,,0.46,74.8,,10.4,6.3,-87.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:14.5(need >20.0) | ROCE%:15.4(need >20.0) | SalesG3Y%:10.4(need >12.0) | ProfG3Y%:6.3(need >12.0)
AMBER,Amber Enterprises India Ltd,,False,4,FAIL,7312.0,25762.0,130.0,11.5,5.95,10.2,,0.62,38.17,,20.7,11.3,-2834.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:5.95(need >20.0) | ROCE%:10.2(need >20.0) | ProfG3Y%:11.3(need >12.0) | Prom%:38.17(need >40.0)
ANGELONE,Angel One Ltd,,False,4,FAIL,344.0,31405.0,34.3,38.11,15.6,14.8,,1.3,28.8,,19.6,0.9,-4253.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:15.6(need >20.0) | ROCE%:14.8(need >20.0) | ProfG3Y%:0.9(need >12.0) | D/E:1.3(need <0.75)
ATHERENERG,Ather Energy Ltd,,False,4,FAIL,,,,,,,,,40.76,,,,,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:N/A | ROCE%:N/A | SalesG3Y%:N/A | ProfG3Y%:N/A
DMART,Avenue Supermarts Ltd,,False,4,FAIL,4104.0,267782.0,90.2,11.71,13.0,17.2,,0.1,74.51,,17.1,7.7,-740.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:13.0(need >20.0) | ROCE%:17.2(need >20.0) | ProfG3Y%:7.7(need >12.0) | FCF:-740.0(need>0)
BAJAJHFL,Bajaj Housing Finance Ltd,,False,4,FAIL,,,,,,,,,86.7,,,,,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:N/A | ROCE%:N/A | SalesG3Y%:N/A | ProfG3Y%:N/A
BDL,Bharat Dynamics Ltd,,False,4,FAIL,,,,,,,,,74.93,,,,,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:N/A | ROCE%:N/A | SalesG3Y%:N/A | ProfG3Y%:N/A
BHARTIHEXA,Bharti Hexacom Ltd,,False,4,FAIL,,,,,,,,,70.0,,,,,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:N/A | ROCE%:N/A | SalesG3Y%:N/A | ProfG3Y%:N/A
CANHLIFE,Canara HSBC Life Insurance Com,,False,4,FAIL,,,,,,,,,62.0,,,,,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:N/A | ROCE%:N/A | SalesG3Y%:N/A | ProfG3Y%:N/A
CASTROLIND,Castrol India Ltd,,False,4,FAIL,,,,,,,,,51.0,,,,,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:N/A | ROCE%:N/A | SalesG3Y%:N/A | ProfG3Y%:N/A
DATAPATTNS,Data Patterns (India) Ltd,,False,4,FAIL,,,,,,,,,42.41,,,,,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:N/A | ROCE%:N/A | SalesG3Y%:N/A | ProfG3Y%:N/A
DRREDDY,Dr Reddys Laboratories Ltd,,False,4,FAIL,1328.0,110776.0,26.4,,11.8,13.6,,0.2,26.63,,11.0,-2.7,-875.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:11.8(need >20.0) | ROCE%:13.6(need >20.0) | SalesG3Y%:11.0(need >12.0) | ProfG3Y%:-2.7(need >12.0)
FACT,Fertilizers & Chemicals Travan,,False,4,FAIL,903.0,58420.0,3945.0,,1.61,8.65,,2.79,90.0,,-5.1,-64.3,-142.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:1.61(need >20.0) | ROCE%:8.65(need >20.0) | SalesG3Y%:-5.1(need >12.0) | ProfG3Y%:-64.3(need >12.0)
GRSE,Garden Reach Shipbuilders & En,,False,4,FAIL,,,,,,,,,74.5,,,,,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:N/A | ROCE%:N/A | SalesG3Y%:N/A | ProfG3Y%:N/A
GILLETTE,Gillette India Ltd,,False,4,FAIL,,,,,,,,,75.0,,,,,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:N/A | ROCE%:N/A | SalesG3Y%:N/A | ProfG3Y%:N/A
GODIGIT,Go Digit General Insurance Ltd,,False,4,FAIL,,,,,,,,,73.01,,,,,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:N/A | ROCE%:N/A | SalesG3Y%:N/A | ProfG3Y%:N/A
HFCL,HFCL Ltd,,False,4,FAIL,162.0,24779.0,79.5,72.27,6.95,10.9,,0.36,28.29,,1.4,1.1,-702.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:6.95(need >20.0) | ROCE%:10.9(need >20.0) | SalesG3Y%:1.4(need >12.0) | ProfG3Y%:1.1(need >12.0)
HINDALCO,Hindalco Industries Ltd,,False,4,FAIL,1104.0,248128.0,14.2,1.43,13.5,13.7,,0.73,34.65,,7.2,9.9,-16333.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:13.5(need >20.0) | ROCE%:13.7(need >20.0) | SalesG3Y%:7.2(need >12.0) | ProfG3Y%:9.9(need >12.0)
POWERINDIA,Hitachi Energy India Ltd,,False,4,FAIL,,,,,,,,,71.31,,,,,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:N/A | ROCE%:N/A | SalesG3Y%:N/A | ProfG3Y%:N/A
HONAUT,Honeywell Automation India Ltd,,False,4,FAIL,,,,,,,,,75.0,,,,,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:N/A | ROCE%:N/A | SalesG3Y%:N/A | ProfG3Y%:N/A
ICICIGI,ICICI Lombard General Insuranc,,False,4,FAIL,,,,,,,,,51.28,,,,,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:N/A | ROCE%:N/A | SalesG3Y%:N/A | ProfG3Y%:N/A
ICICIAMC,ICICI Prudential Asset Managem,,False,4,FAIL,3361.0,166093.0,56.5,,,,,,87.59,,,,0.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:N/A | ROCE%:N/A | SalesG3Y%:N/A | ProfG3Y%:N/A
IRB,IRB Infrastructure Developers ,,False,4,FAIL,21.7,26125.0,29.7,5.21,4.31,7.48,,0.96,30.79,,6.1,5.7,1188.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:4.31(need >20.0) | ROCE%:7.48(need >20.0) | SalesG3Y%:6.1(need >12.0) | ProfG3Y%:5.7(need >12.0)
IRFC,Indian Railway Finance Corpora,,False,4,FAIL,,,,,,,,,84.65,,,,,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:N/A | ROCE%:N/A | SalesG3Y%:N/A | ProfG3Y%:N/A
KIMS,Krishna Institute of Medical S,,False,4,FAIL,768.0,30706.0,124.0,,11.3,9.29,,1.89,34.11,,21.1,-12.9,-941.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:11.3(need >20.0) | ROCE%:9.29(need >20.0) | ProfG3Y%:-12.9(need >12.0) | D/E:1.89(need <0.75)
LGEINDIA,LG Electronics India Ltd,,False,4,FAIL,,,,,,,,,85.0,,,,,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:N/A | ROCE%:N/A | SalesG3Y%:N/A | ProfG3Y%:N/A
LINDEINDIA,Linde India Ltd,,False,4,FAIL,7248.0,61788.0,105.0,33.87,12.4,16.9,,0.02,75.0,,-7.2,3.1,-721.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:12.4(need >20.0) | ROCE%:16.9(need >20.0) | SalesG3Y%:-7.2(need >12.0) | ProfG3Y%:3.1(need >12.0)
MSUMI,Motherson Sumi Wiring India Lt,,False,4,FAIL,,,,,,,,,61.72,,,,,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:N/A | ROCE%:N/A | SalesG3Y%:N/A | ProfG3Y%:N/A
NCC,NCC Ltd,,False,4,FAIL,150.0,9403.0,13.4,3.44,9.2,16.8,,0.44,22.81,,10.2,3.9,-1225.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:9.2(need >20.0) | ROCE%:16.8(need >20.0) | SalesG3Y%:10.2(need >12.0) | ProfG3Y%:3.9(need >12.0)
NSLNISP,NMDC Steel Ltd,,False,4,FAIL,,,,,,,,,60.79,,,,,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:N/A | ROCE%:N/A | SalesG3Y%:N/A | ProfG3Y%:N/A
NETWEB,Netweb Technologies India Ltd,,False,4,FAIL,,,,,,,,,66.98,,,,,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:N/A | ROCE%:N/A | SalesG3Y%:N/A | ProfG3Y%:N/A
NIVABUPA,Niva Bupa Health Insurance Com,,False,4,FAIL,,,,,,,,,55.36,,,,,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:N/A | ROCE%:N/A | SalesG3Y%:N/A | ProfG3Y%:N/A
PAGEIND,Page Industries Ltd,,False,4,FAIL,,,,,,,,,42.89,,,,,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:N/A | ROCE%:N/A | SalesG3Y%:N/A | ProfG3Y%:N/A
PIRAMALFIN,Piramal Finance Ltd,,False,4,FAIL,1949.0,44266.0,170.0,28.33,0.94,6.49,,2.84,46.16,,21.3,6.0,-13261.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:0.94(need >20.0) | ROCE%:6.49(need >20.0) | ProfG3Y%:6.0(need >12.0) | D/E:2.84(need <0.75)
POWERGRID,Power Grid Corporation of Indi,,False,4,FAIL,293.0,272181.0,17.1,15.55,16.5,9.74,,1.47,51.34,,0.8,1.1,5626.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:16.5(need >20.0) | ROCE%:9.74(need >20.0) | SalesG3Y%:0.8(need >12.0) | ProfG3Y%:1.1(need >12.0)
SBICARD,SBI Cards & Payment Services L,,False,4,FAIL,,,,,,,,,68.92,,,,,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:N/A | ROCE%:N/A | SalesG3Y%:N/A | ProfG3Y%:N/A
SBILIFE,SBI Life Insurance Company Ltd,,False,4,FAIL,,,,,,,,,55.33,,,,,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:N/A | ROCE%:N/A | SalesG3Y%:N/A | ProfG3Y%:N/A
SAMMAANCAP,Sammaan Capital Ltd,,False,4,FAIL,168.0,19431.0,,,-3.18,4.92,,2.73,0.0,,-2.2,0.3,-9006.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:-3.18(need >20.0) | ROCE%:4.92(need >20.0) | SalesG3Y%:-2.2(need >12.0) | ProfG3Y%:0.3(need >12.0)
SCHNEIDER,Schneider Electric Infrastruct,,False,4,FAIL,,,,,,,,,75.0,,,,,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:N/A | ROCE%:N/A | SalesG3Y%:N/A | ProfG3Y%:N/A
ENRIN,Siemens Energy India Ltd,,False,4,FAIL,,,,,,,,,75.0,,,,,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:N/A | ROCE%:N/A | SalesG3Y%:N/A | ProfG3Y%:N/A
STARHEALTH,Star Health & Allied Insurance,,False,4,FAIL,,,,,,,,,57.98,,,,,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:N/A | ROCE%:N/A | SalesG3Y%:N/A | ProfG3Y%:N/A
TATASTEEL,Tata Steel Ltd,,False,4,FAIL,210.0,262766.0,22.9,,11.9,12.6,,0.9,33.19,,-1.6,-36.1,20159.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:11.9(need >20.0) | ROCE%:12.6(need >20.0) | SalesG3Y%:-1.6(need >12.0) | ProfG3Y%:-36.1(need >12.0)
IDEA,Vodafone Idea Ltd,,False,4,FAIL,14.1,153088.0,,,,-1.6,,,25.64,,2.1,,13307.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:N/A | ROCE%:-1.6(need >20.0) | SalesG3Y%:2.1(need >12.0) | ProfG3Y%:N/A
WHIRLPOOL,Whirlpool of India Ltd,,False,4,FAIL,855.0,10849.0,34.5,3.59,7.75,11.1,,0.02,39.76,,6.4,9.6,-1734.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:7.75(need >20.0) | ROCE%:11.1(need >20.0) | SalesG3Y%:6.4(need >12.0) | ProfG3Y%:9.6(need >12.0)
BANDHANBNK,Bandhan Bank Ltd,,False,3,FAIL,,,,,,,,,38.98,,,,,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:N/A | ROCE%:N/A | SalesG3Y%:N/A | ProfG3Y%:N/A
CANFINHOME,Can Fin Homes Ltd,,False,3,FAIL,,,,,,,,,29.99,,,,,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:N/A | ROCE%:N/A | SalesG3Y%:N/A | ProfG3Y%:N/A
CUB,City Union Bank Ltd,,False,3,FAIL,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:N/A | ROCE%:N/A | SalesG3Y%:N/A | ProfG3Y%:N/A
GVT&D,GE Vernova T&D India Ltd,,False,3,FAIL,4848.0,124104.0,665.0,,18.6,,,0.89,51.0,,,,-5.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:18.6(need >20.0) | ROCE%:N/A | SalesG3Y%:N/A | ProfG3Y%:N/A
HOMEFIRST,Home First Finance Company Ind,,False,3,FAIL,,,,,,,,,6.98,,,,,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:N/A | ROCE%:N/A | SalesG3Y%:N/A | ProfG3Y%:N/A
KARURVYSYA,Karur Vysya Bank Ltd,,False,3,FAIL,,,,,,,,,2.07,,,,,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:N/A | ROCE%:N/A | SalesG3Y%:N/A | ProfG3Y%:N/A
TATAPOWER,Tata Power Company Ltd,,False,3,FAIL,421.0,134524.0,35.4,3.44,10.1,10.5,,1.93,46.86,,4.2,10.3,-8200.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:10.1(need >20.0) | ROCE%:10.5(need >20.0) | SalesG3Y%:4.2(need >12.0) | ProfG3Y%:10.3(need >12.0)
