Symbol,Name,TopPick_Rank,Passed,Score,Grade,Price,MCap_Cr,PE,PEG,ROE_%,ROCE_%,OPM_%,DebtEquity,PromoterHold_%,Pledge_%,SalesGr3Y_%,ProfitGr3Y_%,FCF_Cr,SL,Target_1Y,Target_3Y,Target_5Y,52W_High,52W_Low,Dist_52H_%,Range_Pos_%,Tech_Signal,Momentum,Entry_Quality,FailReasons
ITC,ITC Ltd,,False,8,FAIL,302.0,377889.0,18.1,6.96,29.3,38.9,,0.03,,,3.6,2.6,16143.0,,,,,,,,,N/A,N/A,❌ AVOID,SalesG3Y%:3.6(need >12.0) | ProfG3Y%:2.6(need >12.0) | Prom%:N/A | MCap:377889.0(₹200-100000cr)
INDGN,Indegene Ltd,,False,8,FAIL,518.0,12448.0,30.0,2.04,14.4,18.8,,0.05,,,15.0,14.7,139.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:14.4(need >20.0) | ROCE%:18.8(need >20.0) | Prom%:N/A
INDIANB,Indian Bank,,False,8,FAIL,834.0,112336.0,9.6,0.34,15.4,6.32,,0.58,73.84,,14.5,28.1,18387.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:15.4(need >20.0) | ROCE%:6.32(need >20.0) | MCap:112336.0(₹200-100000cr)
INDHOTEL,Indian Hotels Co Ltd,,False,8,FAIL,657.0,93520.0,49.4,1.72,15.6,17.3,,0.22,38.12,,18.6,28.7,744.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:15.6(need >20.0) | ROCE%:17.3(need >20.0) | Prom%:38.12(need >40.0)
IOB,Indian Overseas Bank,,False,8,FAIL,33.6,64933.0,12.0,0.32,15.6,6.07,,1.4,92.44,,18.0,37.1,4141.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:15.6(need >20.0) | ROCE%:6.07(need >20.0) | D/E:1.4(need <0.75)
JKCEMENT,J K Cements Ltd,,False,8,FAIL,5315.0,41079.0,40.1,1.2,15.6,15.1,,0.88,45.66,,12.2,33.4,128.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:15.6(need >20.0) | ROCE%:15.1(need >20.0) | D/E:0.88(need <0.75)
JSWINFRA,JSW Infrastructure Ltd,,False,8,FAIL,279.0,58580.0,36.9,1.35,15.4,13.7,,0.63,83.61,,18.8,27.3,-40.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:15.4(need >20.0) | ROCE%:13.7(need >20.0) | FCF:-40.0(need>0)
J&KBANK,Jammu and Kashmir Bank Ltd,,False,8,FAIL,140.0,15437.0,6.54,0.25,15.4,5.84,,0.21,59.4,,12.0,26.0,-1428.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:15.4(need >20.0) | ROCE%:5.84(need >20.0) | FCF:-1428.0(need>0)
JINDALSAW,Jindal Saw Ltd,,False,8,FAIL,229.0,14642.0,14.9,0.55,8.2,10.4,,0.37,63.25,,0.1,27.0,824.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:8.2(need >20.0) | ROCE%:10.4(need >20.0) | SalesG3Y%:0.1(need >12.0)
KPRMILL,K P R Mill Ltd,,False,8,FAIL,946.0,32366.0,37.4,17.81,16.2,20.2,,0.1,67.52,,2.4,2.1,40.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:16.2(need >20.0) | SalesG3Y%:2.4(need >12.0) | ProfG3Y%:2.1(need >12.0)
KPIL,Kalpataru Projects Internation,,False,8,FAIL,1297.0,22146.0,21.8,0.65,14.2,16.6,,0.46,33.58,,18.4,33.3,1534.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:14.2(need >20.0) | ROCE%:16.6(need >20.0) | Prom%:33.58(need >40.0)
KAYNES,Kaynes Technology India Ltd,,False,8,FAIL,3299.0,22124.0,60.5,1.07,9.64,13.2,,0.19,53.46,,47.7,56.5,-1517.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:9.64(need >20.0) | ROCE%:13.2(need >20.0) | FCF:-1517.0(need>0)
KIRLOSENG,Kirloskar Oil Engines Ltd,,False,8,FAIL,1751.0,25460.0,42.9,2.23,17.7,14.7,,1.48,41.08,,15.3,19.2,611.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:17.7(need >20.0) | ROCE%:14.7(need >20.0) | D/E:1.48(need <0.75)
THELEELA,Leela Palaces Hotels & Resorts,,False,8,FAIL,420.0,14021.0,34.3,,8.2,8.72,,0.28,75.91,,21.1,,140.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:8.2(need >20.0) | ROCE%:8.72(need >20.0) | ProfG3Y%:N/A
MARUTI,Maruti Suzuki India Ltd,,False,8,FAIL,13208.0,415241.0,28.3,1.32,14.4,19.0,,0.0,58.53,,16.0,21.4,4366.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:14.4(need >20.0) | ROCE%:19.0(need >20.0) | MCap:415241.0(₹200-100000cr)
MUTHOOTFIN,Muthoot Finance Ltd,,False,8,FAIL,3332.0,133787.0,12.6,0.3,30.9,15.8,,3.88,73.35,,37.9,42.4,-44935.0,,,,,,,,,N/A,N/A,❌ AVOID,ROCE%:15.8(need >20.0) | D/E:3.88(need <0.75) | FCF:-44935.0(need>0) | MCap:133787.0(₹200-100000cr)
OBEROIRLTY,Oberoi Realty Ltd,,False,8,FAIL,1694.0,61573.0,24.4,2.54,15.0,17.8,,0.16,67.71,,12.7,9.6,917.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:15.0(need >20.0) | ROCE%:17.8(need >20.0) | ProfG3Y%:9.6(need >12.0)
PGEL,PG Electroplast Ltd,,False,8,FAIL,467.0,13328.0,48.1,0.9,14.9,19.4,,0.2,43.41,,36.4,53.2,-1278.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:14.9(need >20.0) | ROCE%:19.4(need >20.0) | FCF:-1278.0(need>0)
PFIZER,Pfizer Ltd,,False,8,FAIL,4642.0,21211.0,138.0,,19.8,27.2,,0.0,63.92,,,,159.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:19.8(need >20.0) | SalesG3Y%:N/A | ProfG3Y%:N/A
PFC,Power Finance Corporation Ltd,,False,8,FAIL,434.0,143044.0,5.52,0.33,20.7,9.71,,7.62,55.99,,14.1,16.7,-7945.0,,,,,,,,,N/A,N/A,❌ AVOID,ROCE%:9.71(need >20.0) | D/E:7.62(need <0.75) | FCF:-7945.0(need>0) | MCap:143044.0(₹200-100000cr)
PNB,Punjab National Bank,,False,8,FAIL,106.0,121791.0,6.62,0.09,13.0,6.06,,0.72,70.08,,14.6,76.5,25026.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:13.0(need >20.0) | ROCE%:6.06(need >20.0) | MCap:121791.0(₹200-100000cr)
RAILTEL,Railtel Corporation of India L,,False,8,FAIL,324.0,10402.0,55.4,3.74,12.0,16.2,,0.03,72.84,,17.3,14.8,80.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:12.0(need >20.0) | ROCE%:16.2(need >20.0)
SAILIFE,Sai Life Sciences Ltd,,False,8,FAIL,1141.0,24161.0,68.1,0.3,15.4,19.6,,0.12,34.61,,21.7,226.8,114.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:15.4(need >20.0) | ROCE%:19.6(need >20.0) | Prom%:34.61(need >40.0)
MOTHERSON,Samvardhana Motherson Internat,,False,8,FAIL,136.0,143308.0,34.7,1.0,10.9,13.1,,0.47,48.6,,17.0,34.7,5160.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:10.9(need >20.0) | ROCE%:13.1(need >20.0) | MCap:143308.0(₹200-100000cr)
SARDAEN,Sarda Energy & Minerals Ltd,,False,8,FAIL,533.0,18758.0,17.1,0.76,16.1,17.4,,0.36,73.16,,10.5,22.5,569.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:16.1(need >20.0) | ROCE%:17.4(need >20.0) | SalesG3Y%:10.5(need >12.0)
SCI,Shipping Corporation of India ,,False,8,FAIL,308.0,14347.0,10.6,0.67,15.5,14.3,,0.29,63.75,,-0.1,15.9,485.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:15.5(need >20.0) | ROCE%:14.3(need >20.0) | SalesG3Y%:-0.1(need >12.0)
SOBHA,Sobha Ltd,,False,8,FAIL,1419.0,15169.0,78.4,3.42,4.17,6.9,,0.22,52.88,,16.2,22.9,333.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:4.17(need >20.0) | ROCE%:6.9(need >20.0)
SAIL,Steel Authority of India Ltd,,False,8,FAIL,204.0,84461.0,22.0,1.4,6.43,7.79,,0.53,65.0,,2.0,15.7,11140.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:6.43(need >20.0) | ROCE%:7.79(need >20.0) | SalesG3Y%:2.0(need >12.0)
SUPREMEIND,Supreme Industries Ltd,,False,8,FAIL,3571.0,45374.0,47.6,14.42,16.1,21.2,,0.01,48.96,,6.8,3.3,211.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:16.1(need >20.0) | SalesG3Y%:6.8(need >12.0) | ProfG3Y%:3.3(need >12.0)
TVSMOTOR,TVS Motor Company Ltd,,False,8,FAIL,3455.0,164114.0,53.8,1.56,33.8,17.4,,3.43,50.27,,20.6,34.5,-1097.0,,,,,,,,,N/A,N/A,❌ AVOID,ROCE%:17.4(need >20.0) | D/E:3.43(need <0.75) | FCF:-1097.0(need>0) | MCap:164114.0(₹200-100000cr)
TATACOMM,Tata Communications Ltd,,False,8,FAIL,2009.0,57258.0,52.0,,34.0,14.7,,3.55,58.86,,11.6,-17.9,3019.0,,,,,,,,,N/A,N/A,❌ AVOID,ROCE%:14.7(need >20.0) | SalesG3Y%:11.6(need >12.0) | ProfG3Y%:-17.9(need >12.0) | D/E:3.55(need <0.75)
TATAINVEST,Tata Investment Corporation Lt,,False,8,FAIL,695.0,35172.0,81.1,4.08,1.44,1.57,,0.0,73.38,,12.7,19.9,131.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:1.44(need >20.0) | ROCE%:1.57(need >20.0)
TMCV,Tata Motors Ltd,,False,8,FAIL,385.0,141878.0,25.7,,43.4,,,0.44,42.56,,,,11530.0,,,,,,,,,N/A,N/A,❌ AVOID,ROCE%:N/A | SalesG3Y%:N/A | ProfG3Y%:N/A | MCap:141878.0(₹200-100000cr)
TATATECH,Tata Technologies Ltd,,False,8,FAIL,706.0,28690.0,46.8,,16.3,20.9,,0.24,55.18,,7.6,-4.3,-95.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:16.3(need >20.0) | SalesG3Y%:7.6(need >12.0) | ProfG3Y%:-4.3(need >12.0) | FCF:-95.0(need>0)
RAMCOCEM,The Ramco Cements Ltd,,False,8,FAIL,892.0,21046.0,81.2,2.67,3.34,6.12,,0.48,42.55,,3.4,30.4,1273.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:3.34(need >20.0) | ROCE%:6.12(need >20.0) | SalesG3Y%:3.4(need >12.0)
UCOBANK,UCO Bank,,False,8,FAIL,25.4,31863.0,12.9,0.32,8.5,5.76,,0.93,90.95,,18.7,40.2,1233.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:8.5(need >20.0) | ROCE%:5.76(need >20.0) | D/E:0.93(need <0.75)
ACC,ACC Ltd,,False,7,FAIL,1413.0,26523.0,12.6,0.37,10.8,11.2,,0.02,56.69,,5.3,34.2,-91.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:10.8(need >20.0) | ROCE%:11.2(need >20.0) | SalesG3Y%:5.3(need >12.0) | FCF:-91.0(need>0)
ACMESOLAR,ACME Solar Holdings Ltd,,False,7,FAIL,303.0,18321.0,36.9,0.37,10.4,8.89,,3.93,83.29,,16.0,100.3,-6068.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:10.4(need >20.0) | ROCE%:8.89(need >20.0) | D/E:3.93(need <0.75) | FCF:-6068.0(need>0)
AIAENG,AIA Engineering Ltd,,False,7,FAIL,4143.0,38590.0,30.3,4.81,17.0,21.1,,0.0,58.5,,-3.4,6.3,0.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:17.0(need >20.0) | SalesG3Y%:-3.4(need >12.0) | ProfG3Y%:6.3(need >12.0) | FCF:0(need>0)
AUBANK,AU Small Finance Bank Ltd,,False,7,FAIL,1012.0,75773.0,223.0,2.32,22.3,12.4,,3.56,22.76,,28.9,96.1,-916.0,,,,,,,,,N/A,N/A,❌ AVOID,ROCE%:12.4(need >20.0) | D/E:3.56(need <0.75) | Prom%:22.76(need >40.0) | FCF:-916.0(need>0)
AADHARHFC,Aadhar Housing Finance Ltd,,False,7,FAIL,478.0,20809.0,18.8,0.72,15.9,11.4,,2.49,64.9,,21.6,26.2,-2499.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:15.9(need >20.0) | ROCE%:11.4(need >20.0) | D/E:2.49(need <0.75) | FCF:-2499.0(need>0)
AAVAS,AAVAS Financiers Ltd,,False,7,FAIL,1393.0,11048.0,22.5,1.17,13.9,9.91,,3.29,48.88,,22.3,19.3,-2635.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:13.9(need >20.0) | ROCE%:9.91(need >20.0) | D/E:3.29(need <0.75) | FCF:-2635.0(need>0)
AEGISLOG,Aegis Logistics Ltd,,False,7,FAIL,715.0,25076.0,32.6,1.37,15.5,13.2,,0.41,58.1,,-4.8,23.8,-905.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:15.5(need >20.0) | ROCE%:13.2(need >20.0) | SalesG3Y%:-4.8(need >12.0) | FCF:-905.0(need>0)
AEGISVOPAK,Aegis Vopak Terminals Ltd,,False,7,FAIL,208.0,23053.0,113.0,,8.73,7.01,,0.42,86.94,,26.0,,100.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:8.73(need >20.0) | ROCE%:7.01(need >20.0) | ProfG3Y%:N/A
ASTERDM,Aster DM Healthcare Ltd,,False,7,FAIL,758.0,39292.0,96.3,,10.7,11.4,,0.49,40.39,,15.7,-3.5,368.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:10.7(need >20.0) | ROCE%:11.4(need >20.0) | ProfG3Y%:-3.5(need >12.0)
ATUL,Atul Ltd,,False,7,FAIL,7018.0,20719.0,30.6,2.83,11.5,14.9,,0.03,45.22,,4.9,10.8,128.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:11.5(need >20.0) | ROCE%:14.9(need >20.0) | SalesG3Y%:4.9(need >12.0) | ProfG3Y%:10.8(need >12.0)
BHARATFORG,Bharat Forge Ltd,,False,7,FAIL,1930.0,92382.0,78.3,2.71,12.5,13.1,,0.76,44.07,,9.2,28.9,454.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:12.5(need >20.0) | ROCE%:13.1(need >20.0) | SalesG3Y%:9.2(need >12.0) | D/E:0.76(need <0.75)
BHEL,Bharat Heavy Electricals Ltd,,False,7,FAIL,418.0,145481.0,90.9,2.62,6.29,8.51,,0.31,58.17,,13.1,34.7,2802.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:6.29(need >20.0) | ROCE%:8.51(need >20.0) | MCap:145481.0(₹200-100000cr)
BLUEDART,Blue Dart Express Ltd,,False,7,FAIL,4872.0,11548.0,41.2,,16.8,16.6,,0.64,75.0,,5.9,-12.7,495.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:16.8(need >20.0) | ROCE%:16.6(need >20.0) | SalesG3Y%:5.9(need >12.0) | ProfG3Y%:-12.7(need >12.0)
BLUESTARCO,Blue Star Ltd,,False,7,FAIL,1641.0,33750.0,60.6,6.38,17.1,21.2,,0.24,36.48,,15.8,9.5,-205.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:17.1(need >20.0) | ProfG3Y%:9.5(need >12.0) | Prom%:36.48(need >40.0) | FCF:-205.0(need>0)
BRIGADE,Brigade Enterprises Ltd,,False,7,FAIL,672.0,16443.0,25.3,0.52,10.4,10.5,,0.93,41.11,,18.3,48.4,-1573.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:10.4(need >20.0) | ROCE%:10.5(need >20.0) | D/E:0.93(need <0.75) | FCF:-1573.0(need>0)
CCL,CCL Products (India) Ltd,,False,7,FAIL,1064.0,14211.0,36.6,3.33,18.0,15.8,,0.56,46.11,,29.1,11.0,788.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:18.0(need >20.0) | ROCE%:15.8(need >20.0) | ProfG3Y%:11.0(need >12.0)
CIEINDIA,CIE Automotive India Ltd,,False,7,FAIL,457.0,17346.0,20.0,,11.8,14.7,,0.06,65.7,,1.6,-8.2,456.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:11.8(need >20.0) | ROCE%:14.7(need >20.0) | SalesG3Y%:1.6(need >12.0) | ProfG3Y%:-8.2(need >12.0)
CANBK,Canara Bank,,False,7,FAIL,133.0,120731.0,6.13,0.37,17.7,6.51,,1.32,62.93,,13.7,16.4,5130.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:17.7(need >20.0) | ROCE%:6.51(need >20.0) | D/E:1.32(need <0.75) | MCap:120731.0(₹200-100000cr)
CGCL,Capri Global Capital Ltd,,False,7,FAIL,191.0,18333.0,19.3,0.29,16.5,11.7,,3.35,59.92,,47.8,66.7,-9816.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:16.5(need >20.0) | ROCE%:11.7(need >20.0) | D/E:3.35(need <0.75) | FCF:-9816.0(need>0)
CEATLTD,CEAT Ltd,,False,7,FAIL,3298.0,13341.0,17.8,0.32,15.9,18.7,,0.65,47.29,,11.5,56.5,-485.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:15.9(need >20.0) | ROCE%:18.7(need >20.0) | SalesG3Y%:11.5(need >12.0) | FCF:-485.0(need>0)
CHOLAHLDNG,Cholamandalam Financial Holdin,,False,7,FAIL,1652.0,30975.0,12.7,0.51,17.5,9.75,,13.61,46.38,,29.1,25.0,-32561.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:17.5(need >20.0) | ROCE%:9.75(need >20.0) | D/E:13.61(need <0.75) | FCF:-32561.0(need>0)
DEEPAKFERT,Deepak Fertilisers & Petrochem,,False,7,FAIL,1449.0,18280.0,20.9,,15.6,15.7,,0.68,45.63,,-0.4,-10.4,818.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:15.6(need >20.0) | ROCE%:15.7(need >20.0) | SalesG3Y%:-0.4(need >12.0) | ProfG3Y%:-10.4(need >12.0)
DEVYANI,Devyani International Ltd,,False,7,FAIL,116.0,14355.0,,,-1.67,4.66,,2.49,61.37,,23.2,,479.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:-1.67(need >20.0) | ROCE%:4.66(need >20.0) | ProfG3Y%:N/A | D/E:2.49(need <0.75)
FIVESTAR,Five-Star Business Finance Ltd,,False,7,FAIL,455.0,13429.0,85.7,0.69,16.0,17.0,,0.7,18.61,,104.2,123.8,-937.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:16.0(need >20.0) | ROCE%:17.0(need >20.0) | Prom%:18.61(need >40.0) | FCF:-937.0(need>0)
FORTIS,Fortis Healthcare Ltd,,False,7,FAIL,967.0,72989.0,68.9,3.65,11.3,13.5,,0.35,31.17,,13.2,18.9,63.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:11.3(need >20.0) | ROCE%:13.5(need >20.0) | Prom%:31.17(need >40.0)
GALLANTT,Gallantt Ispat Ltd.,,False,7,FAIL,690.0,16645.0,34.4,0.68,15.7,18.2,,0.17,70.0,,2.9,50.8,-25.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:15.7(need >20.0) | ROCE%:18.2(need >20.0) | SalesG3Y%:2.9(need >12.0) | FCF:-25.0(need>0)
GICRE,General Insurance Corporation ,,False,7,FAIL,393.0,69142.0,7.18,0.61,11.0,13.3,,0.0,82.4,,4.5,11.7,1701.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:11.0(need >20.0) | ROCE%:13.3(need >20.0) | SalesG3Y%:4.5(need >12.0) | ProfG3Y%:11.7(need >12.0)
GLAND,Gland Pharma Ltd,,False,7,FAIL,2308.0,38046.0,36.4,3.79,10.7,15.1,,0.03,51.83,,21.1,9.6,1169.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:10.7(need >20.0) | ROCE%:15.1(need >20.0) | ProfG3Y%:9.6(need >12.0)
GPIL,Godawari Power & Ispat Ltd,,False,7,FAIL,285.0,19200.0,23.6,59.0,15.2,20.4,,0.08,63.34,,-2.2,0.4,-179.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:15.2(need >20.0) | SalesG3Y%:-2.2(need >12.0) | ProfG3Y%:0.4(need >12.0) | FCF:-179.0(need>0)
GODREJPROP,Godrej Properties Ltd,,False,7,FAIL,1760.0,53038.0,28.4,0.65,10.2,8.28,,0.83,51.66,,31.6,43.7,-1381.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:10.2(need >20.0) | ROCE%:8.28(need >20.0) | D/E:0.83(need <0.75) | FCF:-1381.0(need>0)
HDBFS,HDB Financial Services Ltd,,False,7,FAIL,680.0,56358.0,25.9,1.1,14.7,9.79,,5.52,74.12,,23.2,23.6,-12467.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:14.7(need >20.0) | ROCE%:9.79(need >20.0) | D/E:5.52(need <0.75) | FCF:-12467.0(need>0)
ICICIBANK,ICICI Bank Ltd,,False,7,FAIL,1279.0,917263.0,16.9,0.95,16.1,7.2,,0.61,,,17.3,17.8,54311.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:16.1(need >20.0) | ROCE%:7.2(need >20.0) | Prom%:N/A | MCap:917263.0(₹200-100000cr)
ITI,ITI Ltd,,False,7,FAIL,300.0,28924.0,,,-14.7,-0.77,,0.9,90.02,,23.1,8.6,516.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:-14.7(need >20.0) | ROCE%:-0.77(need >20.0) | ProfG3Y%:8.6(need >12.0) | D/E:0.9(need <0.75)
IREDA,Indian Renewable Energy Develo,,False,7,FAIL,130.0,36424.0,19.3,0.25,18.0,9.37,,5.41,71.76,,45.4,75.9,-14978.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:18.0(need >20.0) | ROCE%:9.37(need >20.0) | D/E:5.41(need <0.75) | FCF:-14978.0(need>0)
IGL,Indraprastha Gas Ltd,,False,7,FAIL,166.0,23246.0,15.0,,14.0,17.9,,0.01,45.0,,4.6,-2.0,725.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:14.0(need >20.0) | ROCE%:17.9(need >20.0) | SalesG3Y%:4.6(need >12.0) | ProfG3Y%:-2.0(need >12.0)
INDUSTOWER,Indus Towers Ltd,,False,7,FAIL,433.0,114311.0,16.0,0.31,19.8,19.5,,0.53,51.26,,4.6,51.9,5486.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:19.8(need >20.0) | ROCE%:19.5(need >20.0) | SalesG3Y%:4.6(need >12.0) | MCap:114311.0(₹200-100000cr)
JBMA,JBM Auto Ltd,,False,7,FAIL,639.0,15116.0,67.3,2.82,15.6,14.8,,1.97,67.53,,16.4,23.9,-318.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:15.6(need >20.0) | ROCE%:14.8(need >20.0) | D/E:1.97(need <0.75) | FCF:-318.0(need>0)
JMFINANCIL,JM Financial Ltd,,False,7,FAIL,133.0,12650.0,10.0,0.46,9.01,9.39,,1.1,57.07,,8.0,21.6,3094.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:9.01(need >20.0) | ROCE%:9.39(need >20.0) | SalesG3Y%:8.0(need >12.0) | D/E:1.1(need <0.75)
JPPOWER,Jaiprakash Power Ventures Ltd,,False,7,FAIL,19.1,13104.0,29.1,0.29,3.6,6.97,,0.27,24.0,,-1.3,101.7,625.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:3.6(need >20.0) | ROCE%:6.97(need >20.0) | SalesG3Y%:-1.3(need >12.0) | Prom%:24.0(need >40.0)
JSL,Jindal Stainless Ltd,,False,7,FAIL,728.0,59977.0,18.5,1.22,17.8,19.3,,0.38,62.04,,6.4,15.2,-111.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:17.8(need >20.0) | ROCE%:19.3(need >20.0) | SalesG3Y%:6.4(need >12.0) | FCF:-111.0(need>0)
LATENTVIEW,Latent View Analytics Ltd,,False,7,FAIL,316.0,6539.0,33.0,3.59,12.2,16.0,,0.02,65.1,,25.3,9.2,92.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:12.2(need >20.0) | ROCE%:16.0(need >20.0) | ProfG3Y%:9.2(need >12.0)
LEMONTREE,Lemon Tree Hotels Ltd,,False,7,FAIL,117.0,9291.0,38.7,1.51,18.4,13.0,,1.66,22.32,,17.2,25.7,415.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:18.4(need >20.0) | ROCE%:13.0(need >20.0) | D/E:1.66(need <0.75) | Prom%:22.32(need >40.0)
MRF,MRF Ltd,,False,7,FAIL,127160.0,53927.0,21.8,0.47,12.5,15.7,,0.15,27.77,,10.6,46.7,1054.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:12.5(need >20.0) | ROCE%:15.7(need >20.0) | SalesG3Y%:10.6(need >12.0) | Prom%:27.77(need >40.0)
M&M,Mahindra & Mahindra Ltd,,False,7,FAIL,3107.0,386420.0,21.8,1.22,20.8,15.4,,1.44,18.45,,17.9,17.9,-6050.0,,,,,,,,,N/A,N/A,❌ AVOID,ROCE%:15.4(need >20.0) | D/E:1.44(need <0.75) | Prom%:18.45(need >40.0) | FCF:-6050.0(need>0)
MANKIND,Mankind Pharma Ltd,,False,7,FAIL,2424.0,100101.0,49.8,3.58,13.1,13.5,,0.39,72.66,,17.7,13.9,2925.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:13.1(need >20.0) | ROCE%:13.5(need >20.0) | MCap:100101.0(₹200-100000cr)
MINDACORP,Minda Corporation Ltd,,False,7,FAIL,595.0,14273.0,39.5,4.94,14.9,12.8,,0.56,64.84,,12.9,8.0,293.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:14.9(need >20.0) | ROCE%:12.8(need >20.0) | ProfG3Y%:8.0(need >12.0)
MOTILALOFS,Motilal Oswal Financial Servic,,False,7,FAIL,871.0,52384.0,28.0,1.08,15.6,12.6,,1.65,67.54,,30.9,26.0,-7029.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:15.6(need >20.0) | ROCE%:12.6(need >20.0) | D/E:1.65(need <0.75) | FCF:-7029.0(need>0)
MPHASIS,Mphasis Ltd,,False,7,FAIL,2265.0,43234.0,22.9,5.2,18.5,22.8,,0.24,30.55,,4.8,4.4,1317.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:18.5(need >20.0) | SalesG3Y%:4.8(need >12.0) | ProfG3Y%:4.4(need >12.0) | Prom%:30.55(need >40.0)
NH,Narayana Hrudayalaya Ltd,,False,7,FAIL,1891.0,38675.0,45.4,4.59,20.9,15.4,,1.29,63.27,,20.4,9.9,-2079.0,,,,,,,,,N/A,N/A,❌ AVOID,ROCE%:15.4(need >20.0) | ProfG3Y%:9.9(need >12.0) | D/E:1.29(need <0.75) | FCF:-2079.0(need>0)
NAVA,Nava Ltd,,False,7,FAIL,610.0,17281.0,21.9,,9.63,13.0,,0.25,50.11,,6.7,-5.3,298.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:9.63(need >20.0) | ROCE%:13.0(need >20.0) | SalesG3Y%:6.7(need >12.0) | ProfG3Y%:-5.3(need >12.0)
